Timestamp,Frequency,SNR,Peak,Floor
2026-07-21 18:57:25.742,91157000,10.73,-59.64,-70.37
2026-07-21 18:57:26.751,91157000,10.52,-60.23,-70.76
2026-07-21 18:57:27.753,91157000,9.92,-60.69,-70.61
2026-07-21 18:57:28.750,91157000,9.94,-60.97,-70.92
2026-07-21 18:57:29.749,91157000,9.78,-60.89,-70.67
2026-07-21 18:57:30.744,91157000,9.77,-61.44,-71.21
2026-07-21 18:57:31.747,91157000,9.69,-61.5,-71.19
2026-07-21 18:57:32.862,91157000,10.67,-60.3,-70.97
2026-07-21 18:57:33.745,91157000,11.06,-59.25,-70.31
2026-07-21 18:57:34.743,91157000,10.11,-59.74,-69.85
2026-07-21 18:57:35.757,91157000,10.24,-59.81,-70.05
2026-07-21 18:57:36.752,91157000,11.18,-59.82,-71
2026-07-21 18:57:37.756,91157000,10.87,-60.23,-71.1
2026-07-21 18:57:38.741,91157000,11.28,-60.57,-71.86
2026-07-21 18:57:39.743,91157000,11.47,-60.76,-72.23
2026-07-21 18:57:40.746,91157000,11.37,-60.61,-71.99
2026-07-21 18:57:41.742,91157000,11,-61.13,-72.13
2026-07-21 18:57:42.754,91157000,11.23,-60.39,-71.62
2026-07-21 18:57:43.752,91157000,10.79,-60.79,-71.58
2026-07-21 18:57:44.880,91157000,11,-60.57,-71.57
2026-07-21 18:57:45.747,91157000,10.69,-60.63,-71.32
2026-07-21 18:57:46.744,91157000,10.19,-60.99,-71.18
